map_name,size,ratio,attempt_id,accepted,reason,scenario_file,scenario_bucket,scenario_optlen
Berlin_0_1024.map,1024,0.24206924438476562,28,1,valid_scenario_sample,Berlin_0_1024.map.scen,2,11.89949493
Berlin_0_1024.map,1024,0.24206924438476562,29,1,valid_scenario_sample,Berlin_0_1024.map.scen,2,11.07106781
Berlin_0_256.map,256,0.2653350830078125,0,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,1,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.0
Berlin_0_256.map,256,0.2653350830078125,2,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.41421356
Berlin_0_256.map,256,0.2653350830078125,3,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,4,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.0
Berlin_0_256.map,256,0.2653350830078125,5,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.41421356
Berlin_0_256.map,256,0.2653350830078125,6,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,7,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,8,1,valid_scenario_sample,Berlin_0_256.map.scen,0,3.41421356
Berlin_0_256.map,256,0.2653350830078125,9,1,valid_scenario_sample,Berlin_0_256.map.scen,0,2.0
Berlin_0_256.map,256,0.2653350830078125,10,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.82842712
Berlin_0_256.map,256,0.2653350830078125,11,1,valid_scenario_sample,Berlin_0_256.map.scen,1,4.24264069
Berlin_0_256.map,256,0.2653350830078125,12,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.24264069
Berlin_0_256.map,256,0.2653350830078125,13,1,valid_scenario_sample,Berlin_0_256.map.scen,1,5.41421356
Berlin_0_256.map,256,0.2653350830078125,14,1,valid_scenario_sample,Berlin_0_256.map.scen,1,5.82842712
Berlin_0_256.map,256,0.2653350830078125,15,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.65685425
Berlin_0_256.map,256,0.2653350830078125,16,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.41421356
Berlin_0_256.map,256,0.2653350830078125,17,1,valid_scenario_sample,Berlin_0_256.map.scen,1,4.24264069
Berlin_0_256.map,256,0.2653350830078125,18,1,valid_scenario_sample,Berlin_0_256.map.scen,1,6.0
Berlin_0_256.map,256,0.2653350830078125,19,1,valid_scenario_sample,Berlin_0_256.map.scen,1,7.24264069
Berlin_0_256.map,256,0.2653350830078125,20,1,valid_scenario_sample,Berlin_0_256.map.scen,2,8.24264069
Berlin_0_256.map,256,0.2653350830078125,21,1,valid_scenario_sample,Berlin_0_256.map.scen,2,9.41421356
Berlin_0_256.map,256,0.2653350830078125,22,1,valid_scenario_sample,Berlin_0_256.map.scen,2,8.0
Berlin_0_256.map,256,0.2653350830078125,23,1,valid_scenario_sample,Berlin_0_256.map.scen,2,8.24264069
Berlin_0_256.map,256,0.2653350830078125,24,1,valid_scenario_sample,Berlin_0_256.map.scen,2,9.82842712
Berlin_0_256.map,256,0.2653350830078125,25,1,valid_scenario_sample,Berlin_0_256.map.scen,2,11.89949493
Berlin_0_256.map,256,0.2653350830078125,26,1,valid_scenario_sample,Berlin_0_256.map.scen,2,11.41421356
Berlin_0_256.map,256,0.2653350830078125,27,1,valid_scenario_sample,Berlin_0_256.map.scen,2,11.07106781
Berlin_0_256.map,256,0.2653350830078125,28,1,valid_scenario_sample,Berlin_0_256.map.scen,2,9.24264069
Berlin_0_256.map,256,0.2653350830078125,29,1,valid_scenario_sample,Berlin_0_256.map.scen,2,11.24264069
Berlin_0_512.map,512,0.24977493286132812,0,1,valid_scenario_sample,Berlin_0_512.map.scen,0,1.0
Berlin_0_512.map,512,0.24977493286132812,1,1,valid_scenario_sample,Berlin_0_512.map.scen,0,2.41421356
Berlin_0_512.map,512,0.24977493286132812,2,1,valid_scenario_sample,Berlin_0_512.map.scen,0,3.41421356
Berlin_0_512.map,512,0.24977493286132812,3,1,valid_scenario_sample,Berlin_0_512.map.scen,0,3.41421356
Berlin_0_512.map,512,0.24977493286132812,4,1,valid_scenario_sample,Berlin_0_512.map.scen,0,3.82842712
Berlin_0_512.map,512,0.24977493286132812,5,1,valid_scenario_sample,Berlin_0_512.map.scen,0,1.41421356
Berlin_0_512.map,512,0.24977493286132812,6,1,valid_scenario_sample,Berlin_0_512.map.scen,0,2.82842712
Berlin_0_512.map,512,0.24977493286132812,7,1,valid_scenario_sample,Berlin_0_512.map.scen,0,2.41421356
Berlin_0_512.map,512,0.24977493286132812,8,1,valid_scenario_sample,Berlin_0_512.map.scen,0,3.0
Berlin_0_512.map,512,0.24977493286132812,9,1,valid_scenario_sample,Berlin_0_512.map.scen,0,1.41421356
Berlin_0_512.map,512,0.24977493286132812,10,1,valid_scenario_sample,Berlin_0_512.map.scen,1,4.24264069
Berlin_0_512.map,512,0.24977493286132812,11,1,valid_scenario_sample,Berlin_0_512.map.scen,1,5.24264069
Berlin_0_512.map,512,0.24977493286132812,12,1,valid_scenario_sample,Berlin_0_512.map.scen,1,5.41421356
Berlin_0_512.map,512,0.24977493286132812,13,1,valid_scenario_sample,Berlin_0_512.map.scen,1,5.24264069
Berlin_0_512.map,512,0.24977493286132812,14,1,valid_scenario_sample,Berlin_0_512.map.scen,1,4.41421356
Berlin_0_512.map,512,0.24977493286132812,15,1,valid_scenario_sample,Berlin_0_512.map.scen,1,7.82842712
Berlin_0_512.map,512,0.24977493286132812,16,1,valid_scenario_sample,Berlin_0_512.map.scen,1,5.82842712
Berlin_0_512.map,512,0.24977493286132812,17,1,valid_scenario_sample,Berlin_0_512.map.scen,1,5.24264069
Berlin_0_512.map,512,0.24977493286132812,18,1,valid_scenario_sample,Berlin_0_512.map.scen,1,4.82842712
Berlin_0_512.map,512,0.24977493286132812,19,1,valid_scenario_sample,Berlin_0_512.map.scen,1,6.24264069
Berlin_0_512.map,512,0.24977493286132812,20,1,valid_scenario_sample,Berlin_0_512.map.scen,2,8.82842712
Berlin_0_512.map,512,0.24977493286132812,21,1,valid_scenario_sample,Berlin_0_512.map.scen,2,8.0
Berlin_0_512.map,512,0.24977493286132812,22,1,valid_scenario_sample,Berlin_0_512.map.scen,2,9.24264069
Berlin_0_512.map,512,0.24977493286132812,23,1,valid_scenario_sample,Berlin_0_512.map.scen,2,8.0
Berlin_0_512.map,512,0.24977493286132812,24,1,valid_scenario_sample,Berlin_0_512.map.scen,2,11.65685425
Berlin_0_512.map,512,0.24977493286132812,25,1,valid_scenario_sample,Berlin_0_512.map.scen,2,9.07106781
Berlin_0_512.map,512,0.24977493286132812,26,1,valid_scenario_sample,Berlin_0_512.map.scen,2,10.89949493
Berlin_0_512.map,512,0.24977493286132812,27,1,valid_scenario_sample,Berlin_0_512.map.scen,2,9.0
Berlin_0_512.map,512,0.24977493286132812,28,1,valid_scenario_sample,Berlin_0_512.map.scen,2,8.07106781
Berlin_0_512.map,512,0.24977493286132812,29,1,valid_scenario_sample,Berlin_0_512.map.scen,2,11.48528137
Berlin_1_1024.map,1024,0.2377176284790039,0,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,2.0
Berlin_1_1024.map,1024,0.2377176284790039,1,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.0
Berlin_1_1024.map,1024,0.2377176284790039,2,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.0
Berlin_1_1024.map,1024,0.2377176284790039,3,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.0
Berlin_1_1024.map,1024,0.2377176284790039,4,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.41421356
Berlin_1_1024.map,1024,0.2377176284790039,5,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.41421356
Berlin_1_1024.map,1024,0.2377176284790039,6,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.0
Berlin_1_1024.map,1024,0.2377176284790039,7,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,3.82842712
Berlin_1_1024.map,1024,0.2377176284790039,8,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,1.41421356
Berlin_1_1024.map,1024,0.2377176284790039,9,1,valid_scenario_sample,Berlin_1_1024.map.scen,0,2.41421356
Berlin_1_1024.map,1024,0.2377176284790039,10,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,4.0
Berlin_1_1024.map,1024,0.2377176284790039,11,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,4.82842712
Berlin_1_1024.map,1024,0.2377176284790039,12,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.65685425
Berlin_1_1024.map,1024,0.2377176284790039,13,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.24264069
Berlin_1_1024.map,1024,0.2377176284790039,14,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,7.24264069
Berlin_1_1024.map,1024,0.2377176284790039,15,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.82842712
Berlin_1_1024.map,1024,0.2377176284790039,16,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.82842712
Berlin_1_1024.map,1024,0.2377176284790039,17,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,4.0
Berlin_1_1024.map,1024,0.2377176284790039,18,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.0
Berlin_1_1024.map,1024,0.2377176284790039,19,1,valid_scenario_sample,Berlin_1_1024.map.scen,1,6.41421356
Berlin_1_1024.map,1024,0.2377176284790039,20,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,9.41421356
Berlin_1_1024.map,1024,0.2377176284790039,21,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,9.82842712
Berlin_1_1024.map,1024,0.2377176284790039,22,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,9.65685425
Berlin_1_1024.map,1024,0.2377176284790039,23,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,11.48528137
Berlin_1_1024.map,1024,0.2377176284790039,24,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,11.41421356
Berlin_1_1024.map,1024,0.2377176284790039,25,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,10.82842712
Berlin_1_1024.map,1024,0.2377176284790039,26,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,10.41421356
Berlin_1_1024.map,1024,0.2377176284790039,27,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,10.65685425
Berlin_1_1024.map,1024,0.2377176284790039,28,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,11.82842712
Berlin_1_1024.map,1024,0.2377176284790039,29,1,valid_scenario_sample,Berlin_1_1024.map.scen,2,10.24264069
Berlin_1_256.map,256,0.27459716796875,0,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,1,1,valid_scenario_sample,Berlin_1_256.map.scen,0,1.0
Berlin_1_256.map,256,0.27459716796875,2,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,3,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,4,1,valid_scenario_sample,Berlin_1_256.map.scen,0,3.0
Berlin_1_256.map,256,0.27459716796875,5,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,6,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,7,1,valid_scenario_sample,Berlin_1_256.map.scen,0,2.41421356
Berlin_1_256.map,256,0.27459716796875,8,1,valid_scenario_sample,Berlin_1_256.map.scen,0,1.41421356
Berlin_1_256.map,256,0.27459716796875,9,1,valid_scenario_sample,Berlin_1_256.map.scen,0,3.82842712
Berlin_1_256.map,256,0.27459716796875,10,1,valid_scenario_sample,Berlin_1_256.map.scen,1,7.65685425
Berlin_1_256.map,256,0.27459716796875,11,1,valid_scenario_sample,Berlin_1_256.map.scen,1,6.24264069
Berlin_1_256.map,256,0.27459716796875,12,1,valid_scenario_sample,Berlin_1_256.map.scen,1,7.82842712
Berlin_1_256.map,256,0.27459716796875,13,1,valid_scenario_sample,Berlin_1_256.map.scen,1,6.82842712
Berlin_1_256.map,256,0.27459716796875,14,1,valid_scenario_sample,Berlin_1_256.map.scen,1,4.41421356
Berlin_1_256.map,256,0.27459716796875,15,1,valid_scenario_sample,Berlin_1_256.map.scen,1,4.41421356
Berlin_1_256.map,256,0.27459716796875,16,1,valid_scenario_sample,Berlin_1_256.map.scen,1,6.41421356
Berlin_1_256.map,256,0.27459716796875,17,1,valid_scenario_sample,Berlin_1_256.map.scen,1,5.82842712
Berlin_1_256.map,256,0.27459716796875,18,1,valid_scenario_sample,Berlin_1_256.map.scen,1,5.24264069
Berlin_1_256.map,256,0.27459716796875,19,1,valid_scenario_sample,Berlin_1_256.map.scen,1,6.65685425
Berlin_1_256.map,256,0.27459716796875,20,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.82842712
Berlin_1_256.map,256,0.27459716796875,21,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.07106781
Berlin_1_256.map,256,0.27459716796875,22,1,valid_scenario_sample,Berlin_1_256.map.scen,2,10.48528137
Berlin_1_256.map,256,0.27459716796875,23,1,valid_scenario_sample,Berlin_1_256.map.scen,2,11.41421356
Berlin_1_256.map,256,0.27459716796875,24,1,valid_scenario_sample,Berlin_1_256.map.scen,2,9.0
Berlin_1_256.map,256,0.27459716796875,25,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.41421356
Berlin_1_256.map,256,0.27459716796875,26,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.82842712
Berlin_1_256.map,256,0.27459716796875,27,1,valid_scenario_sample,Berlin_1_256.map.scen,2,9.65685425
Berlin_1_256.map,256,0.27459716796875,28,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.82842712
Berlin_1_256.map,256,0.27459716796875,29,1,valid_scenario_sample,Berlin_1_256.map.scen,2,8.65685425
