map_name,size,ratio,attempt_id,accepted,reason,scenario_file,scenario_bucket,scenario_optlen
brc000d.map,261,0.5682126511322808,6,1,valid_scenario_sample,brc000d.map.scen,0,2.82842712
brc000d.map,261,0.5682126511322808,7,1,valid_scenario_sample,brc000d.map.scen,0,2.41421356
brc000d.map,261,0.5682126511322808,8,1,valid_scenario_sample,brc000d.map.scen,0,1.41421356
brc000d.map,261,0.5682126511322808,9,1,valid_scenario_sample,brc000d.map.scen,0,3.41421356
brc000d.map,261,0.5682126511322808,10,1,valid_scenario_sample,brc000d.map.scen,1,5.0
brc000d.map,261,0.5682126511322808,11,1,valid_scenario_sample,brc000d.map.scen,1,4.82842712
brc000d.map,261,0.5682126511322808,12,1,valid_scenario_sample,brc000d.map.scen,1,4.41421356
brc000d.map,261,0.5682126511322808,13,1,valid_scenario_sample,brc000d.map.scen,1,4.82842712
brc000d.map,261,0.5682126511322808,14,1,valid_scenario_sample,brc000d.map.scen,1,4.41421356
brc000d.map,261,0.5682126511322808,15,1,valid_scenario_sample,brc000d.map.scen,1,6.82842712
brc000d.map,261,0.5682126511322808,16,1,valid_scenario_sample,brc000d.map.scen,1,6.41421356
brc000d.map,261,0.5682126511322808,17,1,valid_scenario_sample,brc000d.map.scen,1,6.41421356
brc000d.map,261,0.5682126511322808,18,1,valid_scenario_sample,brc000d.map.scen,1,7.82842712
brc000d.map,261,0.5682126511322808,19,1,valid_scenario_sample,brc000d.map.scen,1,7.24264069
